type,time,latitude,longitude,altitude (m),speed (km/h),pace (min/km),course,distance (km),distance_interval (m),color,name,desc
T,13:47:48,52.35939631,4.952659551,-6.3,0.8,73.3,349.9,0.193,0.23,,,
T,13:47:49,52.35939958,4.952661563,-6.4,1.4,42.88,20.6,0.193,0.39,,,
T,13:47:50,52.35940226,4.952660976,-6.4,1.1,55.35,352.4,0.193,0.3,,,
T,13:47:51,52.35940302,4.952663993,-6.7,0.8,75.06,67.7,0.194,0.22,,,
T,13:47:52,52.35940503,4.95266634,-6.6,1,60.59,35.5,0.194,0.28,,,
T,13:47:53,52.35940629,4.952669358,-6.3,0.9,67.03,55.7,0.194,0.25,,,
T,13:47:54,52.35940645,4.952669106,-6.8,0.1,658.1,317.5,0.194,0.03,,,
T,13:47:55,52.35940805,4.952672291,-6.3,1,59.49,50.7,0.194,0.28,,,
T,13:47:56,52.3594119,4.952674136,-6,1.6,37.28,16.3,0.195,0.45,,,
T,13:47:57,52.35941475,4.952678075,-5.4,1.5,40.12,40.2,0.195,0.42,,,
T,13:47:58,52.35941911,4.952680087,-5.6,1.8,33.07,15.7,0.196,0.5,,,
T,13:47:59,52.35942456,4.95268587,-5.9,2.6,23.05,33,0.197,0.72,,,
T,13:48:00,52.35943026,4.952691235,-6.2,2.6,22.77,29.9,0.197,0.73,,,
T,13:48:01,52.35943613,4.952696683,-5.6,2.7,22.19,29.6,0.198,0.75,,,
T,13:48:02,52.35944141,4.952701042,-5.5,2.4,25.32,26.8,0.199,0.66,,,
T,13:48:03,52.35944543,4.952707244,-5.4,2.2,27.07,43.3,0.199,0.62,,,
T,13:48:04,52.35945071,4.952709675,-5.9,2.2,27.3,15.7,0.2,0.61,,,
T,13:48:05,52.35945457,4.952708585,-5.6,1.6,38.28,350.2,0.2,0.44,,,
T,13:48:06,52.35946144,4.952712357,-5.8,2.9,20.66,18.5,0.201,0.81,,,
T,13:48:07,52.35946806,4.952717973,-5.9,3,20.07,27.4,0.202,0.83,,,
T,13:48:08,52.35947703,4.952721829,-5.9,3.7,16.15,14.7,0.203,1.03,,,
T,13:48:09,52.35948399,4.952723589,-5.6,2.8,21.28,8.8,0.204,0.78,,,
T,13:48:10,52.35949036,4.952718643,-6.2,2.8,21.24,334.6,0.205,0.78,,,
T,13:48:11,52.35949363,4.952708418,-6.3,2.8,21.21,297.6,0.205,0.79,,,
T,13:48:12,52.35949539,4.952698611,-6.4,2.5,23.94,286.4,0.206,0.7,,,
T,13:48:13,52.35949581,4.952691151,-6.5,1.8,32.66,275.3,0.207,0.51,,,
T,13:48:14,52.35949899,4.952679584,-6.3,3.1,19.29,294.3,0.207,0.86,,,
T,13:48:15,52.3595,4.952668436,-6.4,2.8,21.71,278.4,0.208,0.77,,,
T,13:48:16,52.35949908,4.952657958,-6.3,2.6,23.11,261.8,0.209,0.72,,,
T,13:48:17,52.35949966,4.952645972,-6.2,2.9,20.35,274.6,0.21,0.82,,,
T,13:48:18,52.35950184,4.952632645,-6.3,3.4,17.73,285,0.211,0.94,,,
T,13:48:19,52.35950494,4.952619066,-5.9,3.6,16.88,290.5,0.212,0.99,,,
T,13:48:20,52.35950695,4.952610014,-6.4,2.4,25.4,290,0.212,0.66,,,
T,13:48:21,52.3595114,4.952600291,-6.2,3,20.17,306.8,0.213,0.83,,,
T,13:48:22,52.35951399,4.952589395,-6.6,2.9,20.92,291.3,0.214,0.8,,,
T,13:48:23,52.35951433,4.952579252,-6.7,2.5,24.09,273.1,0.215,0.69,,,
T,13:48:24,52.35951366,4.952570116,-7,2.3,26.59,263.1,0.215,0.63,,,
T,13:48:25,52.359515,4.952562991,-6.4,1.8,32.82,287.1,0.216,0.51,,,
T,13:48:26,52.35952037,4.952552933,-6.6,3.3,18.34,311.1,0.217,0.91,,,
T,13:48:27,52.35952523,4.952547066,-6.8,2.4,24.78,323.6,0.217,0.67,,,
T,13:48:28,52.35952858,4.952542204,-6.9,1.8,33.41,318.5,0.218,0.5,,,
T,13:48:29,52.35953269,4.952537259,-6.9,2,29.35,323.7,0.218,0.57,,,
T,13:48:30,52.35953864,4.952531476,-6.5,2.8,21.63,329.3,0.219,0.77,,,
T,13:48:31,52.35954358,4.952526027,-6.7,2.4,25.11,326.1,0.22,0.66,,,
T,13:48:32,52.35954878,4.95251907,-6.5,2.7,22.29,320.7,0.221,0.75,,,
T,13:48:33,52.35955347,4.952512784,-6.8,2.4,24.68,320.7,0.221,0.68,,,
T,13:48:34,52.35955683,4.952507084,-6.1,1.9,30.95,313.9,0.222,0.54,,,
T,13:48:35,52.35956001,4.952502307,-6,1.7,34.64,317.5,0.222,0.48,,,
T,13:48:36,52.3595637,4.952501468,-6.4,1.5,40.23,352.1,0.223,0.41,,,
T,13:48:37,52.35956362,4.952497529,-6.4,1,62.06,268,0.223,0.27,,,
T,13:48:38,52.35956345,4.952493422,-5.6,1,59.43,266.2,0.223,0.28,,,
T,13:48:39,52.35956538,4.952491326,-5.8,0.9,64.68,326.4,0.224,0.26,,,
T,13:48:40,52.35956848,4.952491075,-7,1.2,48.24,357.2,0.224,0.35,,,
T,13:48:41,52.35957267,4.952491661,-5.6,1.7,35.61,4.9,0.224,0.47,,,
T,13:48:42,52.35957032,4.952491242,-5.8,0.9,63.44,186.2,0.225,0.26,,,
T,13:48:43,52.35957074,4.952491913,-5.9,0.2,255.3,44.3,0.225,0.07,,,
T,13:48:44,52.35957099,4.952491661,-5.8,0.1,508.06,328.6,0.225,0.03,,,
T,13:48:45,52.35957116,4.952491075,-6.3,0.2,377.83,295.1,0.225,0.04,,,
T,13:48:46,52.35957124,4.952490069,-5.8,0.2,241.01,277.8,0.225,0.07,,,
T,13:48:47,52.35957158,4.952489231,-5.8,0.2,244.34,303.2,0.225,0.07,,,
T,13:48:48,52.35957183,4.952488141,-5.7,0.3,210.08,290.7,0.225,0.08,,,
T,13:48:49,52.3595725,4.952487387,-6.4,0.3,183.95,325.5,0.225,0.09,,,
T,13:48:50,52.35957233,4.952486884,-6.6,0.1,427.2,241.4,0.225,0.04,,,
T,13:48:51,52.35957217,4.952486297,-6.1,0.2,377.83,244.9,0.225,0.04,,,
T,13:48:52,52.35957242,4.952485459,-6.2,0.2,262.09,296.2,0.225,0.06,,,
T,13:48:53,52.35957124,4.952484872,-6.2,0.5,122.05,197,0.225,0.14,,,
T,13:48:54,52.35957074,4.952484872,-6.2,0.2,297.83,180,0.225,0.06,,,
T,13:48:55,52.35957015,4.952483699,-6.3,0.4,161.47,230.7,0.226,0.1,,,
T,13:48:56,52.35956973,4.952482693,-6.2,0.3,201.08,235.7,0.226,0.08,,,
T,13:48:57,52.35956848,4.952483866,-6.3,0.6,103.43,150.3,0.226,0.16,,,
T,13:48:58,52.35956781,4.952484788,-6,0.4,170.87,140,0.226,0.1,,,
T,13:48:59,52.35956705,4.952484705,-6.1,0.3,198.11,183.9,0.226,0.08,,,
T,13:49:00,52.35956672,4.952484202,-6.1,0.2,329,222.5,0.226,0.05,,,
T,13:49:01,52.35956579,4.952484621,-6,0.4,156.5,164.5,0.226,0.11,,,
T,13:49:02,52.35956462,4.952484788,-5.8,0.5,127.15,175,0.226,0.13,,,
T,13:49:03,52.35956462,4.952484621,-5.8,0,1458.82,270,0.226,0.01,,,
T,13:49:04,52.3595642,4.952484369,-6.6,0.2,335.48,200.1,0.226,0.05,,,
T,13:49:05,52.35956328,4.952484034,-6.1,0.4,158.57,192.5,0.226,0.11,,,
T,13:49:06,52.35956219,4.952482609,-6.3,0.6,107.3,218.6,0.227,0.16,,,
T,13:49:07,52.35956135,4.952481519,-5.9,0.4,139.82,218.5,0.227,0.12,,,
T,13:49:08,52.35956026,4.952480262,-6,0.5,112.27,215.2,0.227,0.15,,,
T,13:49:09,52.35955959,4.952479675,-5.8,0.3,196.91,208.1,0.227,0.08,,,
T,13:49:10,52.35956026,4.952480095,-6.3,0.3,208.63,20.9,0.227,0.08,,,
T,13:49:11,52.35956353,4.952476993,-6,1.5,39.62,329.9,0.227,0.42,,,
T,13:49:12,52.35956739,4.952469533,-6,2.4,25.06,310.2,0.228,0.67,,,
T,13:49:13,52.35957158,4.952462493,-6,2.4,24.91,314.3,0.229,0.67,,,
T,13:49:14,52.35957636,4.95245453,-5.6,2.7,21.94,314.5,0.229,0.76,,,
T,13:49:15,52.35958063,4.952446148,-5.9,2.7,22.43,309.9,0.23,0.74,,,
T,13:49:16,52.35958683,4.952435251,-6.1,3.6,16.44,313,0.231,1.01,,,
T,13:49:17,52.35959295,4.952430809,-6.1,2.7,22.37,336.1,0.232,0.75,,,
T,13:49:18,52.35959915,4.952424606,-5.8,2.9,20.59,328.6,0.233,0.81,,,
T,13:49:19,52.359601,4.952422678,-6.6,0.9,68.41,327.4,0.233,0.24,,,
T,13:49:20,52.35960385,4.952417398,-6.1,1.7,34.75,311.5,0.234,0.48,,,
T,13:49:21,52.35960494,4.95241371,-6,1,59.74,295.8,0.234,0.28,,,
T,13:49:22,52.35960511,4.952413542,-6.2,0.1,762.18,328.6,0.234,0.02,,,
T,13:49:23,52.3596062,4.952409603,-6.4,1.1,56.59,294.4,0.234,0.29,,,
T,13:49:24,52.35960846,4.952408932,-6.2,0.9,65.12,349.7,0.234,0.26,,,
T,13:49:25,52.3596103,4.952410525,-6,0.8,71.81,27.8,0.235,0.23,,,
T,13:49:26,52.35960905,4.952411447,-6,0.6,108.68,155.9,0.235,0.15,,,
T,13:49:27,52.35961072,4.952406837,-5.8,1.3,45.63,300.8,0.235,0.37,,,
T,13:49:28,52.35961257,4.952409267,-5.5,0.9,63.21,38.8,0.235,0.26,,,
T,13:49:29,52.35961257,4.952409351,-6.1,0,2919.38,90,0.235,0.01,,,
T,13:49:30,52.35961676,4.952409603,-5.8,1.7,35.72,2.1,0.236,0.47,,,
T,13:49:31,52.35962262,4.952407256,-5.8,2.4,24.79,346.3,0.237,0.67,,,
T,13:49:32,52.35962807,4.95240692,-6.4,2.2,27.47,357.8,0.237,0.61,,,
T,13:49:33,52.35963151,4.952405328,-6,1.4,41.93,344.2,0.238,0.4,,,
T,13:49:34,52.35962874,4.952408932,-5.8,1.4,42.33,141.5,0.238,0.39,,,
T,13:49:35,52.35962958,4.952409938,-6,0.4,144,36.2,0.238,0.12,,,
T,13:49:36,52.35963067,4.952409687,-5.7,0.4,136.11,352,0.238,0.12,,,
T,13:49:37,52.35963092,4.952410106,-6.2,0.1,416.88,45.5,0.238,0.04,,,
T,13:49:38,52.35963126,4.95241262,-5.7,0.6,95.06,77.7,0.238,0.18,,,
T,13:49:39,52.35963184,4.952414548,-6.4,0.5,113.63,63.5,0.239,0.15,,,
T,13:49:40,52.35963243,4.952417314,-5.7,0.7,83.57,70.8,0.239,0.2,,,
T,13:49:41,52.35963369,4.952418655,-5.7,0.6,99.74,33.1,0.239,0.17,,,
T,13:49:42,52.35963478,4.952420751,-6.2,0.7,88.99,49.6,0.239,0.19,,,
T,13:49:43,52.3596357,4.952422762,-5.6,0.6,97.35,53.1,0.239,0.17,,,
T,13:49:44,52.3596362,4.952424606,-5.6,0.5,121.19,65.9,0.239,0.14,,,
T,13:49:45,52.35963553,4.952424103,-5.8,0.3,202.98,204.6,0.239,0.08,,,
T,13:49:46,52.35963788,4.952421337,-5.5,1.2,51.75,324.3,0.24,0.32,,,
T,13:49:47,52.35964241,4.952413961,-5.6,2.6,23.43,315.1,0.241,0.71,,,
T,13:49:48,52.35964777,4.952404741,-5.7,3.1,19.23,313.6,0.241,0.87,,,
T,13:49:49,52.35965096,4.952395102,-5.4,2.7,22.33,298.4,0.242,0.75,,,
T,13:49:50,52.35965582,4.952386636,-5.9,2.8,21.08,313.2,0.243,0.79,,,
T,13:49:51,52.35966277,4.952379344,-5.9,3.3,18.12,327.4,0.244,0.92,,,
T,13:49:52,52.35966973,4.952370292,-5.4,3.6,16.84,321.5,0.245,0.99,,,
T,13:49:53,52.35967711,4.952363418,-5.2,3.4,17.64,330.4,0.246,0.94,,,
T,13:49:54,52.35968255,4.952356964,-5.7,2.7,22.25,324.1,0.247,0.75,,,
T,13:49:55,52.35968809,4.952355037,-5.2,2.3,26.48,348,0.247,0.63,,,
T,13:49:56,52.35969278,4.952355372,-5.1,1.9,31.88,2.5,0.248,0.52,,,
T,13:49:57,52.35969764,4.952356461,-5.3,2,30.52,7.8,0.248,0.55,,,
T,13:49:58,52.35970443,4.952352773,-5.1,2.9,20.93,341.6,0.249,0.8,,,
T,13:49:59,52.35970988,4.95235336,-5,2.2,27.43,3.8,0.25,0.61,,,
T,13:50:00,52.35971491,4.952358557,-5.1,2.4,25.17,32.3,0.25,0.66,,,
T,13:50:01,52.3597191,4.952361742,-5.1,1.9,32.4,24.9,0.251,0.51,,,
T,13:50:02,52.35972329,4.952361826,-4.9,1.7,35.74,0.7,0.251,0.47,,,
T,13:50:03,52.35972723,4.952368196,-5.2,2.2,27.02,44.6,0.252,0.62,,,
T,13:50:04,52.35973251,4.95237465,-5.4,2.6,22.71,36.7,0.253,0.73,,,
T,13:50:05,52.35973662,4.952381356,-5.5,2.3,25.79,44.9,0.253,0.65,,,
T,13:50:06,52.35974433,4.952385128,-5.8,3.2,18.61,16.6,0.254,0.9,,,
T,13:50:07,52.35974978,4.952382194,-5.5,2.3,26.11,341.8,0.255,0.64,,,
T,13:50:08,52.35975757,4.952380685,-5.3,3.1,19.08,353.3,0.256,0.87,,,
T,13:50:09,52.35976227,4.952381439,-5.2,1.9,31.76,5.6,0.256,0.52,,,
T,13:50:10,52.35976671,4.952382445,-5.8,1.8,33.4,7.9,0.257,0.5,,,
T,13:50:11,52.35976931,4.95238496,-6.1,1.2,49.59,30.6,0.257,0.34,,,
T,13:50:12,52.35977283,4.952386217,-6.1,1.4,41.56,12.3,0.257,0.4,,,
T,13:50:13,52.35977392,4.95239133,-5.6,1.3,45.19,70.8,0.258,0.37,,,
T,13:50:14,52.35977031,4.952398539,-5.3,2.3,26.29,129.3,0.258,0.63,,,
T,13:50:15,52.35976696,4.952402562,-5.6,1.7,36,143.8,0.259,0.46,,,
T,13:50:16,52.35976671,4.952406585,-5.3,1,60.49,95.8,0.259,0.28,,,
T,13:50:17,52.35976478,4.952410692,-5.4,1.3,47.27,127.5,0.26,0.35,,,
T,13:50:18,52.35976906,4.952402897,-5.3,2.6,23.38,311.9,0.26,0.71,,,
T,13:50:19,52.35977048,4.952400047,-5.3,0.9,66.49,309.3,0.26,0.25,,,
T,13:50:20,52.35977031,4.952400131,-5.4,0.1,854.45,163,0.261,0.02,,,
T,13:50:21,52.3597735,4.952395354,-5.6,1.7,34.64,317.5,0.261,0.48,,,
T,13:50:22,52.35977568,4.952391833,-5.5,1.2,48.87,315.4,0.261,0.34,,,
T,13:50:23,52.35977668,4.95238848,-5.6,0.9,65.52,296.2,0.262,0.25,,,
T,13:50:24,52.35977953,4.952388564,-5.8,1.1,52.55,1,0.262,0.32,,,
T,13:50:25,52.35977953,4.952388732,-5.7,0,1458.82,90,0.262,0.01,,,
T,13:50:26,52.35978398,4.95238781,-5.2,1.8,33.45,352.8,0.262,0.5,,,
T,13:50:27,52.35978733,4.952386553,-5.4,1.4,43.54,347.1,0.263,0.38,,,
T,13:50:28,52.35979144,4.952384876,-5.7,1.7,35.38,346,0.263,0.47,,,
T,13:50:29,52.35979395,4.952381104,-5.2,1.4,43.87,317.5,0.264,0.38,,,
T,13:50:30,52.35979621,4.952377081,-5.6,1.3,44.78,312.6,0.264,0.37,,,
T,13:50:31,52.3597999,4.952372303,-5.6,1.9,31.82,321.7,0.265,0.52,,,
T,13:50:32,52.35980317,4.952367442,-5.5,1.8,33.88,317.8,0.265,0.49,,,
T,13:50:33,52.3598061,4.952364424,-5.7,1.4,43.2,327.9,0.265,0.39,,,
T,13:50:34,52.3598061,4.952364424,-6.1,0,,327.9,0.265,0,,,
T,13:50:35,52.35980577,4.95236652,-5.8,0.5,112.96,104.7,0.266,0.15,,,
T,13:50:36,52.35980057,4.952371968,-5.4,2.5,24.26,147.4,0.266,0.69,,,
T,13:50:37,52.35979454,4.952374147,-5.7,2.5,24.23,167.6,0.267,0.69,,,
T,13:50:38,52.35978842,4.952375488,-5.2,2.5,24.26,172.4,0.268,0.69,,,
T,13:50:39,52.35979278,4.952374482,-5.3,1.8,34.03,352,0.268,0.49,,,
T,13:50:40,52.35979454,4.952372471,-5.4,0.9,69.72,325.1,0.268,0.24,,,
T,13:50:41,52.35979244,4.952372387,-5,0.8,71.46,181.4,0.269,0.23,,,
T,13:50:42,52.35979118,4.952371549,-5.2,0.5,110.3,202.2,0.269,0.15,,,
T,13:50:43,52.35979303,4.952367525,-5.3,1.2,48.68,306.9,0.269,0.34,,,
T,13:50:44,52.35979202,4.952365011,-5.3,0.7,81.45,236.8,0.269,0.2,,,
T,13:50:45,52.35978968,4.95236543,-5.5,0.9,63.44,173.8,0.27,0.26,,,
T,13:50:46,52.35978833,4.952366017,-5.5,0.6,107.88,165,0.27,0.15,,,
T,13:50:47,52.35978817,4.952365849,-5.5,0.1,762.18,211.4,0.27,0.02,,,
T,13:50:48,52.35978674,4.952365849,-5.7,0.6,105.11,180,0.27,0.16,,,
T,13:50:49,52.35978616,4.952366603,-5.4,0.3,200.6,141.9,0.27,0.08,,,
T,13:50:50,52.35978674,4.952370375,-5.4,1,62.86,75.7,0.27,0.27,,,
T,13:50:51,52.35978859,4.952372471,-5.5,0.9,66.67,34.8,0.27,0.25,,,
T,13:50:52,52.35978775,4.952371717,-5.5,0.4,156.51,208.8,0.271,0.11,,,
T,13:50:53,52.35978741,4.952370711,-5.5,0.3,213.62,241.4,0.271,0.08,,,
T,13:50:54,52.35978624,4.952369453,-5.5,0.6,106.72,213.2,0.271,0.16,,,
T,13:50:55,52.35978406,4.95236828,-5.7,0.9,65.27,198.2,0.271,0.26,,,
T,13:50:56,52.35978104,4.952367442,-5.5,1.2,48.93,189.6,0.271,0.34,,,
T,13:50:57,52.35978121,4.952367442,-5.7,0.1,893.14,0,0.271,0.02,,,
T,13:50:58,52.35977643,4.952368951,-5.2,1.9,30.78,169.1,0.272,0.54,,,
T,13:50:59,52.35977325,4.952374315,-5.3,1.8,32.74,134.2,0.272,0.51,,,
T,13:51:00,52.3597688,4.952381272,-5.5,2.5,24.34,136.3,0.273,0.68,,,
T,13:51:01,52.35976445,4.952388732,-5.5,2.5,23.72,133.7,0.274,0.7,,,
T,13:51:02,52.35976243,4.952396359,-5.2,2,29.46,113.4,0.274,0.57,,,
T,13:51:03,52.35976093,4.952402394,-5,1.6,37.53,112.3,0.275,0.44,,,
T,13:51:04,52.35975849,4.952405244,-5,1.2,50.06,144.4,0.275,0.33,,,
T,13:51:05,52.35975623,4.952410106,-5.3,1.5,40.06,127.3,0.276,0.42,,,
T,13:51:06,52.35975841,4.952406501,-5.3,1.2,48.29,314.7,0.276,0.35,,,
T,13:51:07,52.35975632,4.952410189,-5.5,1.2,48.62,132.9,0.276,0.34,,,
T,13:51:08,52.35975615,4.95241547,-5,1.3,46.27,93,0.277,0.36,,,
T,13:51:09,52.35976034,4.952411698,-5.2,1.9,31.3,331.2,0.277,0.53,,,
T,13:51:10,52.35976294,4.952411782,-5.5,1,57.63,1.1,0.278,0.29,,,
T,13:51:11,52.35976252,4.952413542,-5.5,0.5,129.54,111.3,0.278,0.13,,,
T,13:51:12,52.35976302,4.95241547,-4.9,0.5,116.75,66.9,0.278,0.14,,,
T,13:51:13,52.35976243,4.95241723,-5.1,0.5,122.07,118.6,0.278,0.14,,,
T,13:51:14,52.3597616,4.952418571,-4.8,0.5,127.65,135.7,0.278,0.13,,,
T,13:51:15,52.35976185,4.952422092,-5.4,0.9,69.03,83.3,0.278,0.24,,,
T,13:51:16,52.35976151,4.952422846,-5.3,0.2,262.43,126,0.278,0.06,,,
T,13:51:17,52.35976478,4.952424858,-5.6,1.4,42.88,20.6,0.279,0.39,,,
T,13:51:18,52.3597657,4.952425612,-5.3,0.4,145.24,26.5,0.279,0.11,,,
T,13:51:19,52.35976679,4.952424103,-5.1,0.6,104.86,319.8,0.279,0.16,,,
T,13:51:20,52.35976679,4.95242469,-5.4,0.1,416.98,90,0.279,0.04,,,
T,13:51:21,52.35976646,4.952426534,-5.5,0.5,127.18,106.6,0.279,0.13,,,
T,13:51:22,52.35976302,4.952427037,-5.4,1.4,43.41,174.9,0.28,0.38,,,
T,13:51:23,52.35976042,4.952428546,-5.7,1.1,54.32,160.5,0.28,0.31,,,
T,13:51:24,52.35975657,4.952429468,-5.5,1.6,38.44,171.7,0.28,0.43,,,
T,13:51:25,52.3597595,4.952435838,-5.2,2,30.69,53,0.281,0.54,,,
T,13:51:26,52.359759,4.952439275,-5.5,0.9,69.24,103.5,0.281,0.24,,,
T,13:51:27,52.35975741,4.952445729,-5,1.7,35.16,112,0.282,0.47,,,
T,13:51:28,52.35975766,4.95245344,-5,1.9,31.68,86.9,0.282,0.53,,,
T,13:51:29,52.35975766,4.952460732,-5.6,1.8,33.55,90,0.283,0.5,,,
T,13:51:30,52.35975657,4.952467103,-5.3,1.6,36.99,105.6,0.283,0.45,,,
T,13:51:31,52.35975514,4.952475904,-5.5,2.2,26.87,104.8,0.284,0.62,,,
T,13:51:32,52.35975388,4.952485291,-4.9,2.4,25.46,102.4,0.284,0.65,,,
T,13:51:33,52.3597533,4.952490069,-4.8,1.2,50.21,101.4,0.285,0.33,,,
T,13:51:34,52.35975321,4.952493422,-5.6,0.8,72.91,92.3,0.285,0.23,,,
T,13:51:35,52.3597507,4.952497277,-5,1.4,43.43,136.9,0.285,0.38,,,
T,13:51:36,52.35974785,4.952506665,-4.9,2.6,23.35,116.4,0.286,0.71,,,
T,13:51:37,52.35974768,4.952513035,-5.2,1.6,38.37,92.5,0.286,0.43,,,
T,13:51:38,52.35974425,4.95252016,-5.2,2.2,26.97,128.3,0.287,0.62,,,
T,13:51:39,52.35974148,4.952524854,-4.9,1.6,37.55,134,0.287,0.44,,,
T,13:51:40,52.3597393,4.952531978,-5.1,2,30.72,116.6,0.288,0.54,,,
T,13:51:41,52.3597367,4.952538516,-5,1.9,31.39,123.1,0.289,0.53,,,
T,13:51:42,52.35973268,4.952545725,-4.6,2.4,25.08,132.4,0.289,0.66,,,
T,13:51:43,52.35973259,4.952551508,-5,1.4,42.29,91.4,0.29,0.39,,,
T,13:51:44,52.35973268,4.95255704,-5,1.4,44.21,88.6,0.29,0.38,,,
T,13:51:45,52.359731,4.952567434,-5,2.6,22.76,104.8,0.291,0.73,,,
T,13:51:46,52.35972866,4.952575816,-4.8,2.3,26.54,114.6,0.291,0.63,,,
T,13:51:47,52.35972706,4.952585036,-4.7,2.3,25.54,105.8,0.292,0.65,,,
T,13:51:48,52.35972656,4.952593502,-5.3,2.1,28.76,95.6,0.293,0.58,,,
T,13:51:49,52.35972698,4.952603141,-4.9,2.4,25.32,85.9,0.293,0.66,,,
T,13:51:50,52.35972597,4.952610014,-5.2,1.7,34.62,103.5,0.294,0.48,,,
T,13:51:51,52.35972363,4.952616636,-4.9,1.9,31.97,120.1,0.294,0.52,,,
T,13:51:52,52.35972111,4.952620408,-5.4,1.4,43.87,137.5,0.295,0.38,,,
T,13:51:53,52.35972505,4.952628622,-5.4,2.6,23.45,51.9,0.295,0.71,,,
T,13:51:54,52.3597243,4.952638513,-5.5,2.4,24.55,97.1,0.296,0.68,,,
T,13:51:55,52.35972421,4.95264329,-5.3,1.2,51.18,91.6,0.296,0.33,,,
T,13:51:56,52.35972304,4.952649493,-4.8,1.6,37.68,107.2,0.297,0.44,,,
T,13:51:57,52.35972346,4.952656617,-5.2,1.8,34.18,84.5,0.297,0.49,,,
T,13:51:58,52.35972371,4.952662149,-5.2,1.4,44.1,85.7,0.298,0.38,,,
T,13:51:59,52.35972321,4.952667346,-5.3,1.3,46.5,99,0.298,0.36,,,
T,13:52:00,52.35972304,4.952672711,-5.6,1.3,45.55,92.9,0.298,0.37,,,
T,13:52:01,52.35972279,4.952672794,-5,0.1,583.5,168.5,0.298,0.03,,,
T,13:52:02,52.35972304,4.952680925,-5.2,2,30.05,87.1,0.299,0.55,,,
T,13:52:03,52.35972287,4.952680841,-5.4,0.1,854.07,197,0.299,0.02,,,
T,13:52:04,52.35971918,4.952688385,-5,2.4,25.34,128.7,0.3,0.66,,,
T,13:52:05,52.35971726,4.952696264,-5.2,2.1,28.83,111.8,0.3,0.58,,,
T,13:52:06,52.35971407,4.952703556,-5.3,2.2,27.31,125.6,0.301,0.61,,,
T,13:52:07,52.35971013,4.952710597,-5.2,2.3,25.65,132.5,0.301,0.65,,,
T,13:52:08,52.35970577,4.952718979,-5.2,2.7,22.25,130.4,0.302,0.75,,,
T,13:52:09,52.35970141,4.952728953,-4.7,3,19.96,125.6,0.303,0.83,,,
T,13:52:10,52.35969815,4.952738341,-4.9,2.6,22.65,119.7,0.304,0.74,,,
T,13:52:11,52.35969379,4.952743873,-5.2,2.2,27.13,142.2,0.304,0.61,,,
T,13:52:12,52.35969052,4.952746891,-5.2,1.5,39.89,150.6,0.305,0.42,,,
T,13:52:13,52.359687,4.952750411,-4.9,1.7,36.29,148.6,0.305,0.46,,,
T,13:52:14,52.35968507,4.952752339,-5.2,0.9,66.26,148.6,0.306,0.25,,,
T,13:52:15,52.35968641,4.952752422,-5.2,0.5,111.6,2.2,0.306,0.15,,,
T,13:52:16,52.35968147,4.952756781,-5.5,2.3,26.65,151.7,0.306,0.63,,,
T,13:52:17,52.35967727,4.952761056,-5,2,30.31,148.1,0.307,0.55,,,
T,13:52:18,52.35967216,4.952765247,-5.3,2.3,26.18,153.4,0.307,0.64,,,
T,13:52:19,52.35966722,4.952770444,-5.2,2.4,25.47,147.3,0.308,0.65,,,
T,13:52:20,52.35966244,4.952776898,-4.7,2.5,24.16,140.5,0.309,0.69,,,
T,13:52:21,52.35965909,4.95278704,-5,2.8,21.23,118.4,0.31,0.79,,,
T,13:52:22,52.35965716,4.952796008,-5,2.3,25.74,109.4,0.31,0.65,,,
T,13:52:23,52.35965674,4.95280263,-5.2,1.6,36.75,95.9,0.311,0.45,,,
T,13:52:24,52.35965238,4.952812018,-5.3,2.9,20.76,127.2,0.312,0.8,,,
T,13:52:25,52.35964903,4.952818472,-5.2,2.1,28.9,130.4,0.312,0.58,,,
T,13:52:26,52.35964811,4.952823082,-5.2,1.2,50.44,108.1,0.312,0.33,,,
T,13:52:27,52.35964886,4.952828027,-5.4,1.2,48,76,0.313,0.35,,,
T,13:52:28,52.35964878,4.952832721,-5,1.2,52.1,91.7,0.313,0.32,,,
T,13:52:29,52.35964827,4.952833895,-5.1,0.4,170.8,125.1,0.313,0.1,,,
T,13:52:30,52.35964961,4.952834565,-5.1,0.6,106.79,17,0.313,0.16,,,
T,13:52:31,52.35964878,4.952833476,-5.1,0.4,139.81,218.4,0.313,0.12,,,
T,13:52:32,52.35964819,4.952830709,-5.1,0.7,83.57,250.8,0.314,0.2,,,
T,13:52:33,52.3596471,4.952830123,-5.4,0.5,130.54,198.2,0.314,0.13,,,
T,13:52:34,52.35964961,4.952834649,-5.8,1.5,40.03,47.7,0.314,0.42,,,
T,13:52:35,52.35965255,4.952836158,-5.4,1.2,48.7,17.4,0.315,0.34,,,
T,13:52:36,52.35965573,4.952835068,-5.4,1.3,46.03,348.2,0.315,0.36,,,
T,13:52:37,52.359658,4.952830709,-4.9,1.4,42.81,310.4,0.315,0.39,,,
T,13:52:38,52.35966043,4.952826267,-5.8,1.5,41.06,311.9,0.316,0.41,,,
T,13:52:39,52.35966378,4.952821322,-5,1.8,33.16,318,0.316,0.5,,,
T,13:52:40,52.35966638,4.95281931,-5.2,1.2,52.09,334.7,0.317,0.32,,,
T,13:52:41,52.35966914,4.952821154,-5.4,1.2,50.14,22.2,0.317,0.33,,,
